job_description,resume_name,resume_text,relevant
Looking for a Data Scientist with experience in Python Pandas NumPy Statistics Machine Learning SQL,SOFT_NEGATIVE_18,Teaching Photography Finance,0
Looking for a Data Scientist with experience in Python Pandas NumPy Statistics Machine Learning SQL,Data Scientist_GOOD_19,Python Pandas NumPy Statistics Machine Learning SQL,1
Looking for a Data Scientist with experience in Python Pandas NumPy Statistics Machine Learning SQL,Machine Learning Engineer_HARD_NEGATIVE_19,Python TensorFlow Machine Learning MLOps Docker,0
Looking for a Data Scientist with experience in Python Pandas NumPy Statistics Machine Learning SQL,SOFT_NEGATIVE_19,Sales Teaching Customer Service,0
Looking for a Data Scientist with experience in Python Pandas NumPy Statistics Machine Learning SQL,Data Scientist_GOOD_20,Python Pandas NumPy Statistics Machine Learning SQL,1
Looking for a Data Scientist with experience in Python Pandas NumPy Statistics Machine Learning SQL,Data Analyst_HARD_NEGATIVE_20,Excel Power BI SQL Python Pandas,0
Looking for a Data Scientist with experience in Python Pandas NumPy Statistics Machine Learning SQL,SOFT_NEGATIVE_20,Customer Service Teaching Accounting,0
Looking for a Data Scientist with experience in Python Pandas NumPy Statistics Machine Learning SQL,Data Scientist_GOOD_21,Python Pandas NumPy Statistics Machine Learning SQL,1
Looking for a Data Scientist with experience in Python Pandas NumPy Statistics Machine Learning SQL,AI Engineer_HARD_NEGATIVE_21,Python Machine Learning Deep Learning PyTorch Transformers NLP,0
Looking for a Data Scientist with experience in Python Pandas NumPy Statistics Machine Learning SQL,SOFT_NEGATIVE_21,Finance Accounting Marketing,0
Looking for a Data Scientist with experience in Python Pandas NumPy Statistics Machine Learning SQL,Data Scientist_GOOD_22,Python Pandas NumPy Statistics Machine Learning SQL,1
Looking for a Data Scientist with experience in Python Pandas NumPy Statistics Machine Learning SQL,AI Engineer_HARD_NEGATIVE_22,Python Machine Learning Deep Learning PyTorch Transformers NLP,0
Looking for a Data Scientist with experience in Python Pandas NumPy Statistics Machine Learning SQL,SOFT_NEGATIVE_22,Accounting Sales Teaching,0
Looking for a Data Scientist with experience in Python Pandas NumPy Statistics Machine Learning SQL,Data Scientist_GOOD_23,Python Pandas NumPy Statistics Machine Learning SQL,1
Looking for a Data Scientist with experience in Python Pandas NumPy Statistics Machine Learning SQL,Data Analyst_HARD_NEGATIVE_23,Excel Power BI SQL Python Pandas,0
Looking for a Data Scientist with experience in Python Pandas NumPy Statistics Machine Learning SQL,SOFT_NEGATIVE_23,Photography Accounting Marketing,0
Looking for a Data Scientist with experience in Python Pandas NumPy Statistics Machine Learning SQL,Data Scientist_GOOD_24,Python Pandas NumPy Statistics Machine Learning SQL,1
Looking for a Data Scientist with experience in Python Pandas NumPy Statistics Machine Learning SQL,AI Engineer_HARD_NEGATIVE_24,Python Machine Learning Deep Learning PyTorch Transformers NLP,0
Looking for a Data Scientist with experience in Python Pandas NumPy Statistics Machine Learning SQL,SOFT_NEGATIVE_24,Teaching Accounting Finance,0
Looking for a Data Scientist with experience in Python Pandas NumPy Statistics Machine Learning SQL,Data Scientist_GOOD_25,Python Pandas NumPy Statistics Machine Learning SQL,1
Looking for a Data Scientist with experience in Python Pandas NumPy Statistics Machine Learning SQL,Machine Learning Engineer_HARD_NEGATIVE_25,Python TensorFlow Machine Learning MLOps Docker,0
Looking for a Data Scientist with experience in Python Pandas NumPy Statistics Machine Learning SQL,SOFT_NEGATIVE_25,Marketing Customer Service Accounting,0
Looking for a Data Scientist with experience in Python Pandas NumPy Statistics Machine Learning SQL,Data Scientist_GOOD_26,Python Pandas NumPy Statistics Machine Learning SQL,1
Looking for a Data Scientist with experience in Python Pandas NumPy Statistics Machine Learning SQL,AI Engineer_HARD_NEGATIVE_26,Python Machine Learning Deep Learning PyTorch Transformers NLP,0
Looking for a Data Scientist with experience in Python Pandas NumPy Statistics Machine Learning SQL,SOFT_NEGATIVE_26,Accounting Marketing Photography,0
Looking for a Data Scientist with experience in Python Pandas NumPy Statistics Machine Learning SQL,Data Scientist_GOOD_27,Python Pandas NumPy Statistics Machine Learning SQL,1
Looking for a Data Scientist with experience in Python Pandas NumPy Statistics Machine Learning SQL,AI Engineer_HARD_NEGATIVE_27,Python Machine Learning Deep Learning PyTorch Transformers NLP,0
Looking for a Data Scientist with experience in Python Pandas NumPy Statistics Machine Learning SQL,SOFT_NEGATIVE_27,Finance Accounting Sales,0
Looking for a Data Scientist with experience in Python Pandas NumPy Statistics Machine Learning SQL,Data Scientist_GOOD_28,Python Pandas NumPy Statistics Machine Learning SQL,1
Looking for a Data Scientist with experience in Python Pandas NumPy Statistics Machine Learning SQL,AI Engineer_HARD_NEGATIVE_28,Python Machine Learning Deep Learning PyTorch Transformers NLP,0
Looking for a Data Scientist with experience in Python Pandas NumPy Statistics Machine Learning SQL,SOFT_NEGATIVE_28,Marketing Teaching Customer Service,0
Looking for a Data Scientist with experience in Python Pandas NumPy Statistics Machine Learning SQL,Data Scientist_GOOD_29,Python Pandas NumPy Statistics Machine Learning SQL,1
Looking for a Data Scientist with experience in Python Pandas NumPy Statistics Machine Learning SQL,Backend Developer_HARD_NEGATIVE_29,Python FastAPI Docker SQL Git,0
Looking for a Data Scientist with experience in Python Pandas NumPy Statistics Machine Learning SQL,SOFT_NEGATIVE_29,Sales Finance Accounting,0
Looking for a Data Scientist with experience in Python Pandas NumPy Statistics Machine Learning SQL,Data Scientist_GOOD_30,Python Pandas NumPy Statistics Machine Learning SQL,1
Looking for a Data Scientist with experience in Python Pandas NumPy Statistics Machine Learning SQL,Data Analyst_HARD_NEGATIVE_30,Excel Power BI SQL Python Pandas,0
Looking for a Data Scientist with experience in Python Pandas NumPy Statistics Machine Learning SQL,SOFT_NEGATIVE_30,Marketing Photography Finance,0
Looking for a Data Scientist with experience in Python Pandas NumPy Statistics Machine Learning SQL,Data Scientist_GOOD_31,Python Pandas NumPy Statistics Machine Learning SQL,1
Looking for a Data Scientist with experience in Python Pandas NumPy Statistics Machine Learning SQL,Machine Learning Engineer_HARD_NEGATIVE_31,Python TensorFlow Machine Learning MLOps Docker,0
Looking for a Data Scientist with experience in Python Pandas NumPy Statistics Machine Learning SQL,SOFT_NEGATIVE_31,Finance Sales Marketing,0
Looking for a Data Scientist with experience in Python Pandas NumPy Statistics Machine Learning SQL,Data Scientist_GOOD_32,Python Pandas NumPy Statistics Machine Learning SQL,1
Looking for a Data Scientist with experience in Python Pandas NumPy Statistics Machine Learning SQL,Backend Developer_HARD_NEGATIVE_32,Python FastAPI Docker SQL Git,0
Looking for a Data Scientist with experience in Python Pandas NumPy Statistics Machine Learning SQL,SOFT_NEGATIVE_32,Photography Teaching Sales,0
Looking for a Data Scientist with experience in Python Pandas NumPy Statistics Machine Learning SQL,Data Scientist_GOOD_33,Python Pandas NumPy Statistics Machine Learning SQL,1
Looking for a Data Scientist with experience in Python Pandas NumPy Statistics Machine Learning SQL,Machine Learning Engineer_HARD_NEGATIVE_33,Python TensorFlow Machine Learning MLOps Docker,0
Looking for a Data Scientist with experience in Python Pandas NumPy Statistics Machine Learning SQL,SOFT_NEGATIVE_33,Teaching Customer Service Sales,0
Looking for a Data Scientist with experience in Python Pandas NumPy Statistics Machine Learning SQL,Data Scientist_GOOD_34,Python Pandas NumPy Statistics Machine Learning SQL,1
Looking for a Data Scientist with experience in Python Pandas NumPy Statistics Machine Learning SQL,Backend Developer_HARD_NEGATIVE_34,Python FastAPI Docker SQL Git,0
Looking for a Data Scientist with experience in Python Pandas NumPy Statistics Machine Learning SQL,SOFT_NEGATIVE_34,Marketing Photography Teaching,0
Looking for a Data Scientist with experience in Python Pandas NumPy Statistics Machine Learning SQL,Data Scientist_GOOD_35,Python Pandas NumPy Statistics Machine Learning SQL,1
Looking for a Data Scientist with experience in Python Pandas NumPy Statistics Machine Learning SQL,Backend Developer_HARD_NEGATIVE_35,Python FastAPI Docker SQL Git,0
Looking for a Data Scientist with experience in Python Pandas NumPy Statistics Machine Learning SQL,SOFT_NEGATIVE_35,Accounting Marketing Sales,0
Looking for a Data Scientist with experience in Python Pandas NumPy Statistics Machine Learning SQL,Data Scientist_GOOD_36,Python Pandas NumPy Statistics Machine Learning SQL,1
Looking for a Data Scientist with experience in Python Pandas NumPy Statistics Machine Learning SQL,AI Engineer_HARD_NEGATIVE_36,Python Machine Learning Deep Learning PyTorch Transformers NLP,0
Looking for a Data Scientist with experience in Python Pandas NumPy Statistics Machine Learning SQL,SOFT_NEGATIVE_36,Finance Customer Service Accounting,0
Looking for a Data Scientist with experience in Python Pandas NumPy Statistics Machine Learning SQL,Data Scientist_GOOD_37,Python Pandas NumPy Statistics Machine Learning SQL,1
Looking for a Data Scientist with experience in Python Pandas NumPy Statistics Machine Learning SQL,Backend Developer_HARD_NEGATIVE_37,Python FastAPI Docker SQL Git,0
Looking for a Data Scientist with experience in Python Pandas NumPy Statistics Machine Learning SQL,SOFT_NEGATIVE_37,Finance Marketing Teaching,0
Looking for a Data Scientist with experience in Python Pandas NumPy Statistics Machine Learning SQL,Data Scientist_GOOD_38,Python Pandas NumPy Statistics Machine Learning SQL,1
Looking for a Data Scientist with experience in Python Pandas NumPy Statistics Machine Learning SQL,AI Engineer_HARD_NEGATIVE_38,Python Machine Learning Deep Learning PyTorch Transformers NLP,0
Looking for a Data Scientist with experience in Python Pandas NumPy Statistics Machine Learning SQL,SOFT_NEGATIVE_38,Photography Teaching Sales,0
Looking for a Data Scientist with experience in Python Pandas NumPy Statistics Machine Learning SQL,Data Scientist_GOOD_39,Python Pandas NumPy Statistics Machine Learning SQL,1
Looking for a Data Scientist with experience in Python Pandas NumPy Statistics Machine Learning SQL,AI Engineer_HARD_NEGATIVE_39,Python Machine Learning Deep Learning PyTorch Transformers NLP,0
Looking for a Data Scientist with experience in Python Pandas NumPy Statistics Machine Learning SQL,SOFT_NEGATIVE_39,Sales Teaching Marketing,0
Looking for a Machine Learning Engineer with experience in Python TensorFlow Machine Learning MLOps Docker,Machine Learning Engineer_GOOD_0,Python TensorFlow Machine Learning MLOps Docker,1
Looking for a Machine Learning Engineer with experience in Python TensorFlow Machine Learning MLOps Docker,AI Engineer_HARD_NEGATIVE_0,Python Machine Learning Deep Learning PyTorch Transformers NLP,0
Looking for a Machine Learning Engineer with experience in Python TensorFlow Machine Learning MLOps Docker,SOFT_NEGATIVE_0,Sales Accounting Finance,0
Looking for a Machine Learning Engineer with experience in Python TensorFlow Machine Learning MLOps Docker,Machine Learning Engineer_GOOD_1,Python TensorFlow Machine Learning MLOps Docker,1
Looking for a Machine Learning Engineer with experience in Python TensorFlow Machine Learning MLOps Docker,Data Scientist_HARD_NEGATIVE_1,Python Pandas NumPy Statistics Machine Learning SQL,0
Looking for a Machine Learning Engineer with experience in Python TensorFlow Machine Learning MLOps Docker,SOFT_NEGATIVE_1,Sales Finance Marketing,0
Looking for a Machine Learning Engineer with experience in Python TensorFlow Machine Learning MLOps Docker,Machine Learning Engineer_GOOD_2,Python TensorFlow Machine Learning MLOps Docker,1
Looking for a Machine Learning Engineer with experience in Python TensorFlow Machine Learning MLOps Docker,Data Scientist_HARD_NEGATIVE_2,Python Pandas NumPy Statistics Machine Learning SQL,0
Looking for a Machine Learning Engineer with experience in Python TensorFlow Machine Learning MLOps Docker,SOFT_NEGATIVE_2,Accounting Sales Customer Service,0
Looking for a Machine Learning Engineer with experience in Python TensorFlow Machine Learning MLOps Docker,Machine Learning Engineer_GOOD_3,Python TensorFlow Machine Learning MLOps Docker,1
Looking for a Machine Learning Engineer with experience in Python TensorFlow Machine Learning MLOps Docker,Data Scientist_HARD_NEGATIVE_3,Python Pandas NumPy Statistics Machine Learning SQL,0
Looking for a Machine Learning Engineer with experience in Python TensorFlow Machine Learning MLOps Docker,SOFT_NEGATIVE_3,Sales Customer Service Accounting,0
Looking for a Machine Learning Engineer with experience in Python TensorFlow Machine Learning MLOps Docker,Machine Learning Engineer_GOOD_4,Python TensorFlow Machine Learning MLOps Docker,1
Looking for a Machine Learning Engineer with experience in Python TensorFlow Machine Learning MLOps Docker,Data Analyst_HARD_NEGATIVE_4,Excel Power BI SQL Python Pandas,0
Looking for a Machine Learning Engineer with experience in Python TensorFlow Machine Learning MLOps Docker,SOFT_NEGATIVE_4,Sales Teaching Marketing,0
Looking for a Machine Learning Engineer with experience in Python TensorFlow Machine Learning MLOps Docker,Machine Learning Engineer_GOOD_5,Python TensorFlow Machine Learning MLOps Docker,1
Looking for a Machine Learning Engineer with experience in Python TensorFlow Machine Learning MLOps Docker,Data Scientist_HARD_NEGATIVE_5,Python Pandas NumPy Statistics Machine Learning SQL,0
Looking for a Machine Learning Engineer with experience in Python TensorFlow Machine Learning MLOps Docker,SOFT_NEGATIVE_5,Customer Service Teaching Finance,0
Looking for a Machine Learning Engineer with experience in Python TensorFlow Machine Learning MLOps Docker,Machine Learning Engineer_GOOD_6,Python TensorFlow Machine Learning MLOps Docker,1
Looking for a Machine Learning Engineer with experience in Python TensorFlow Machine Learning MLOps Docker,AI Engineer_HARD_NEGATIVE_6,Python Machine Learning Deep Learning PyTorch Transformers NLP,0
Looking for a Machine Learning Engineer with experience in Python TensorFlow Machine Learning MLOps Docker,SOFT_NEGATIVE_6,Customer Service Sales Accounting,0
Looking for a Machine Learning Engineer with experience in Python TensorFlow Machine Learning MLOps Docker,Machine Learning Engineer_GOOD_7,Python TensorFlow Machine Learning MLOps Docker,1
Looking for a Machine Learning Engineer with experience in Python TensorFlow Machine Learning MLOps Docker,Data Scientist_HARD_NEGATIVE_7,Python Pandas NumPy Statistics Machine Learning SQL,0
Looking for a Machine Learning Engineer with experience in Python TensorFlow Machine Learning MLOps Docker,SOFT_NEGATIVE_7,Sales Teaching Customer Service,0
Looking for a Machine Learning Engineer with experience in Python TensorFlow Machine Learning MLOps Docker,Machine Learning Engineer_GOOD_8,Python TensorFlow Machine Learning MLOps Docker,1
Looking for a Machine Learning Engineer with experience in Python TensorFlow Machine Learning MLOps Docker,Data Scientist_HARD_NEGATIVE_8,Python Pandas NumPy Statistics Machine Learning SQL,0
Looking for a Machine Learning Engineer with experience in Python TensorFlow Machine Learning MLOps Docker,SOFT_NEGATIVE_8,Sales Photography Finance,0
Looking for a Machine Learning Engineer with experience in Python TensorFlow Machine Learning MLOps Docker,Machine Learning Engineer_GOOD_9,Python TensorFlow Machine Learning MLOps Docker,1
Looking for a Machine Learning Engineer with experience in Python TensorFlow Machine Learning MLOps Docker,Data Scientist_HARD_NEGATIVE_9,Python Pandas NumPy Statistics Machine Learning SQL,0
Looking for a Machine Learning Engineer with experience in Python TensorFlow Machine Learning MLOps Docker,SOFT_NEGATIVE_9,Finance Customer Service Marketing,0
Looking for a Machine Learning Engineer with experience in Python TensorFlow Machine Learning MLOps Docker,Machine Learning Engineer_GOOD_10,Python TensorFlow Machine Learning MLOps Docker,1
Looking for a Machine Learning Engineer with experience in Python TensorFlow Machine Learning MLOps Docker,Data Analyst_HARD_NEGATIVE_10,Excel Power BI SQL Python Pandas,0
Looking for a Machine Learning Engineer with experience in Python TensorFlow Machine Learning MLOps Docker,SOFT_NEGATIVE_10,Accounting Photography Customer Service,0
Looking for a Machine Learning Engineer with experience in Python TensorFlow Machine Learning MLOps Docker,Machine Learning Engineer_GOOD_11,Python TensorFlow Machine Learning MLOps Docker,1
Looking for a Machine Learning Engineer with experience in Python TensorFlow Machine Learning MLOps Docker,Data Analyst_HARD_NEGATIVE_11,Excel Power BI SQL Python Pandas,0
Looking for a Machine Learning Engineer with experience in Python TensorFlow Machine Learning MLOps Docker,SOFT_NEGATIVE_11,Teaching Photography Customer Service,0
Looking for a Machine Learning Engineer with experience in Python TensorFlow Machine Learning MLOps Docker,Machine Learning Engineer_GOOD_12,Python TensorFlow Machine Learning MLOps Docker,1
Looking for a Machine Learning Engineer with experience in Python TensorFlow Machine Learning MLOps Docker,Backend Developer_HARD_NEGATIVE_12,Python FastAPI Docker SQL Git,0
Looking for a Machine Learning Engineer with experience in Python TensorFlow Machine Learning MLOps Docker,SOFT_NEGATIVE_12,Sales Customer Service Marketing,0
Looking for a Machine Learning Engineer with experience in Python TensorFlow Machine Learning MLOps Docker,Machine Learning Engineer_GOOD_13,Python TensorFlow Machine Learning MLOps Docker,1
Looking for a Machine Learning Engineer with experience in Python TensorFlow Machine Learning MLOps Docker,Data Analyst_HARD_NEGATIVE_13,Excel Power BI SQL Python Pandas,0
Looking for a Machine Learning Engineer with experience in Python TensorFlow Machine Learning MLOps Docker,SOFT_NEGATIVE_13,Finance Customer Service Teaching,0
Looking for a Machine Learning Engineer with experience in Python TensorFlow Machine Learning MLOps Docker,Machine Learning Engineer_GOOD_14,Python TensorFlow Machine Learning MLOps Docker,1
Looking for a Machine Learning Engineer with experience in Python TensorFlow Machine Learning MLOps Docker,Data Scientist_HARD_NEGATIVE_14,Python Pandas NumPy Statistics Machine Learning SQL,0
Looking for a Machine Learning Engineer with experience in Python TensorFlow Machine Learning MLOps Docker,SOFT_NEGATIVE_14,Photography Finance Marketing,0
Looking for a Machine Learning Engineer with experience in Python TensorFlow Machine Learning MLOps Docker,Machine Learning Engineer_GOOD_15,Python TensorFlow Machine Learning MLOps Docker,1
Looking for a Machine Learning Engineer with experience in Python TensorFlow Machine Learning MLOps Docker,Backend Developer_HARD_NEGATIVE_15,Python FastAPI Docker SQL Git,0
Looking for a Machine Learning Engineer with experience in Python TensorFlow Machine Learning MLOps Docker,SOFT_NEGATIVE_15,Marketing Customer Service Accounting,0
Looking for a Machine Learning Engineer with experience in Python TensorFlow Machine Learning MLOps Docker,Machine Learning Engineer_GOOD_16,Python TensorFlow Machine Learning MLOps Docker,1
Looking for a Machine Learning Engineer with experience in Python TensorFlow Machine Learning MLOps Docker,AI Engineer_HARD_NEGATIVE_16,Python Machine Learning Deep Learning PyTorch Transformers NLP,0
Looking for a Machine Learning Engineer with experience in Python TensorFlow Machine Learning MLOps Docker,SOFT_NEGATIVE_16,Photography Finance Customer Service,0
Looking for a Machine Learning Engineer with experience in Python TensorFlow Machine Learning MLOps Docker,Machine Learning Engineer_GOOD_17,Python TensorFlow Machine Learning MLOps Docker,1
Looking for a Machine Learning Engineer with experience in Python TensorFlow Machine Learning MLOps Docker,Backend Developer_HARD_NEGATIVE_17,Python FastAPI Docker SQL Git,0
Looking for a Machine Learning Engineer with experience in Python TensorFlow Machine Learning MLOps Docker,SOFT_NEGATIVE_17,Photography Finance Accounting,0
Looking for a Machine Learning Engineer with experience in Python TensorFlow Machine Learning MLOps Docker,Machine Learning Engineer_GOOD_18,Python TensorFlow Machine Learning MLOps Docker,1
Looking for a Machine Learning Engineer with experience in Python TensorFlow Machine Learning MLOps Docker,Data Scientist_HARD_NEGATIVE_18,Python Pandas NumPy Statistics Machine Learning SQL,0
Looking for a Machine Learning Engineer with experience in Python TensorFlow Machine Learning MLOps Docker,SOFT_NEGATIVE_18,Photography Customer Service Teaching,0
Looking for a Machine Learning Engineer with experience in Python TensorFlow Machine Learning MLOps Docker,Machine Learning Engineer_GOOD_19,Python TensorFlow Machine Learning MLOps Docker,1
Looking for a Machine Learning Engineer with experience in Python TensorFlow Machine Learning MLOps Docker,Backend Developer_HARD_NEGATIVE_19,Python FastAPI Docker SQL Git,0
Looking for a Machine Learning Engineer with experience in Python TensorFlow Machine Learning MLOps Docker,SOFT_NEGATIVE_19,Teaching Finance Marketing,0
Looking for a Machine Learning Engineer with experience in Python TensorFlow Machine Learning MLOps Docker,Machine Learning Engineer_GOOD_20,Python TensorFlow Machine Learning MLOps Docker,1
Looking for a Machine Learning Engineer with experience in Python TensorFlow Machine Learning MLOps Docker,Backend Developer_HARD_NEGATIVE_20,Python FastAPI Docker SQL Git,0
Looking for a Machine Learning Engineer with experience in Python TensorFlow Machine Learning MLOps Docker,SOFT_NEGATIVE_20,Teaching Photography Finance,0
Looking for a Machine Learning Engineer with experience in Python TensorFlow Machine Learning MLOps Docker,Machine Learning Engineer_GOOD_21,Python TensorFlow Machine Learning MLOps Docker,1
Looking for a Machine Learning Engineer with experience in Python TensorFlow Machine Learning MLOps Docker,Backend Developer_HARD_NEGATIVE_21,Python FastAPI Docker SQL Git,0
Looking for a Machine Learning Engineer with experience in Python TensorFlow Machine Learning MLOps Docker,SOFT_NEGATIVE_21,Accounting Finance Sales,0
Looking for a Machine Learning Engineer with experience in Python TensorFlow Machine Learning MLOps Docker,Machine Learning Engineer_GOOD_22,Python TensorFlow Machine Learning MLOps Docker,1
Looking for a Machine Learning Engineer with experience in Python TensorFlow Machine Learning MLOps Docker,Backend Developer_HARD_NEGATIVE_22,Python FastAPI Docker SQL Git,0
Looking for a Machine Learning Engineer with experience in Python TensorFlow Machine Learning MLOps Docker,SOFT_NEGATIVE_22,Photography Teaching Sales,0
Looking for a Machine Learning Engineer with experience in Python TensorFlow Machine Learning MLOps Docker,Machine Learning Engineer_GOOD_23,Python TensorFlow Machine Learning MLOps Docker,1
Looking for a Machine Learning Engineer with experience in Python TensorFlow Machine Learning MLOps Docker,Data Scientist_HARD_NEGATIVE_23,Python Pandas NumPy Statistics Machine Learning SQL,0
Looking for a Machine Learning Engineer with experience in Python TensorFlow Machine Learning MLOps Docker,SOFT_NEGATIVE_23,Photography Finance Teaching,0
Looking for a Machine Learning Engineer with experience in Python TensorFlow Machine Learning MLOps Docker,Machine Learning Engineer_GOOD_24,Python TensorFlow Machine Learning MLOps Docker,1
Looking for a Machine Learning Engineer with experience in Python TensorFlow Machine Learning MLOps Docker,Data Scientist_HARD_NEGATIVE_24,Python Pandas NumPy Statistics Machine Learning SQL,0
Looking for a Machine Learning Engineer with experience in Python TensorFlow Machine Learning MLOps Docker,SOFT_NEGATIVE_24,Photography Customer Service Teaching,0
Looking for a Machine Learning Engineer with experience in Python TensorFlow Machine Learning MLOps Docker,Machine Learning Engineer_GOOD_25,Python TensorFlow Machine Learning MLOps Docker,1
Looking for a Machine Learning Engineer with experience in Python TensorFlow Machine Learning MLOps Docker,Data Scientist_HARD_NEGATIVE_25,Python Pandas NumPy Statistics Machine Learning SQL,0
Looking for a Machine Learning Engineer with experience in Python TensorFlow Machine Learning MLOps Docker,SOFT_NEGATIVE_25,Sales Teaching Finance,0
Looking for a Machine Learning Engineer with experience in Python TensorFlow Machine Learning MLOps Docker,Machine Learning Engineer_GOOD_26,Python TensorFlow Machine Learning MLOps Docker,1
Looking for a Machine Learning Engineer with experience in Python TensorFlow Machine Learning MLOps Docker,Data Analyst_HARD_NEGATIVE_26,Excel Power BI SQL Python Pandas,0
Looking for a Machine Learning Engineer with experience in Python TensorFlow Machine Learning MLOps Docker,SOFT_NEGATIVE_26,Accounting Customer Service Teaching,0
Looking for a Machine Learning Engineer with experience in Python TensorFlow Machine Learning MLOps Docker,Machine Learning Engineer_GOOD_27,Python TensorFlow Machine Learning MLOps Docker,1
Looking for a Machine Learning Engineer with experience in Python TensorFlow Machine Learning MLOps Docker,Backend Developer_HARD_NEGATIVE_27,Python FastAPI Docker SQL Git,0
Looking for a Machine Learning Engineer with experience in Python TensorFlow Machine Learning MLOps Docker,SOFT_NEGATIVE_27,Photography Finance Marketing,0
Looking for a Machine Learning Engineer with experience in Python TensorFlow Machine Learning MLOps Docker,Machine Learning Engineer_GOOD_28,Python TensorFlow Machine Learning MLOps Docker,1
Looking for a Machine Learning Engineer with experience in Python TensorFlow Machine Learning MLOps Docker,Backend Developer_HARD_NEGATIVE_28,Python FastAPI Docker SQL Git,0
Looking for a Machine Learning Engineer with experience in Python TensorFlow Machine Learning MLOps Docker,SOFT_NEGATIVE_28,Marketing Sales Photography,0
Looking for a Machine Learning Engineer with experience in Python TensorFlow Machine Learning MLOps Docker,Machine Learning Engineer_GOOD_29,Python TensorFlow Machine Learning MLOps Docker,1
Looking for a Machine Learning Engineer with experience in Python TensorFlow Machine Learning MLOps Docker,Data Scientist_HARD_NEGATIVE_29,Python Pandas NumPy Statistics Machine Learning SQL,0
Looking for a Machine Learning Engineer with experience in Python TensorFlow Machine Learning MLOps Docker,SOFT_NEGATIVE_29,Customer Service Sales Teaching,0
Looking for a Machine Learning Engineer with experience in Python TensorFlow Machine Learning MLOps Docker,Machine Learning Engineer_GOOD_30,Python TensorFlow Machine Learning MLOps Docker,1
Looking for a Machine Learning Engineer with experience in Python TensorFlow Machine Learning MLOps Docker,Backend Developer_HARD_NEGATIVE_30,Python FastAPI Docker SQL Git,0
Looking for a Machine Learning Engineer with experience in Python TensorFlow Machine Learning MLOps Docker,SOFT_NEGATIVE_30,Marketing Accounting Customer Service,0
Looking for a Machine Learning Engineer with experience in Python TensorFlow Machine Learning MLOps Docker,Machine Learning Engineer_GOOD_31,Python TensorFlow Machine Learning MLOps Docker,1
Looking for a Machine Learning Engineer with experience in Python TensorFlow Machine Learning MLOps Docker,Backend Developer_HARD_NEGATIVE_31,Python FastAPI Docker SQL Git,0
Looking for a Machine Learning Engineer with experience in Python TensorFlow Machine Learning MLOps Docker,SOFT_NEGATIVE_31,Photography Sales Accounting,0
Looking for a Machine Learning Engineer with experience in Python TensorFlow Machine Learning MLOps Docker,Machine Learning Engineer_GOOD_32,Python TensorFlow Machine Learning MLOps Docker,1
Looking for a Machine Learning Engineer with experience in Python TensorFlow Machine Learning MLOps Docker,Backend Developer_HARD_NEGATIVE_32,Python FastAPI Docker SQL Git,0
Looking for a Machine Learning Engineer with experience in Python TensorFlow Machine Learning MLOps Docker,SOFT_NEGATIVE_32,Marketing Finance Teaching,0
Looking for a Machine Learning Engineer with experience in Python TensorFlow Machine Learning MLOps Docker,Machine Learning Engineer_GOOD_33,Python TensorFlow Machine Learning MLOps Docker,1
Looking for a Machine Learning Engineer with experience in Python TensorFlow Machine Learning MLOps Docker,AI Engineer_HARD_NEGATIVE_33,Python Machine Learning Deep Learning PyTorch Transformers NLP,0
Looking for a Machine Learning Engineer with experience in Python TensorFlow Machine Learning MLOps Docker,SOFT_NEGATIVE_33,Sales Marketing Teaching,0
Looking for a Machine Learning Engineer with experience in Python TensorFlow Machine Learning MLOps Docker,Machine Learning Engineer_GOOD_34,Python TensorFlow Machine Learning MLOps Docker,1
Looking for a Machine Learning Engineer with experience in Python TensorFlow Machine Learning MLOps Docker,Backend Developer_HARD_NEGATIVE_34,Python FastAPI Docker SQL Git,0
Looking for a Machine Learning Engineer with experience in Python TensorFlow Machine Learning MLOps Docker,SOFT_NEGATIVE_34,Finance Teaching Accounting,0
Looking for a Machine Learning Engineer with experience in Python TensorFlow Machine Learning MLOps Docker,Machine Learning Engineer_GOOD_35,Python TensorFlow Machine Learning MLOps Docker,1
Looking for a Machine Learning Engineer with experience in Python TensorFlow Machine Learning MLOps Docker,Backend Developer_HARD_NEGATIVE_35,Python FastAPI Docker SQL Git,0
Looking for a Machine Learning Engineer with experience in Python TensorFlow Machine Learning MLOps Docker,SOFT_NEGATIVE_35,Sales Finance Teaching,0
Looking for a Machine Learning Engineer with experience in Python TensorFlow Machine Learning MLOps Docker,Machine Learning Engineer_GOOD_36,Python TensorFlow Machine Learning MLOps Docker,1
Looking for a Machine Learning Engineer with experience in Python TensorFlow Machine Learning MLOps Docker,AI Engineer_HARD_NEGATIVE_36,Python Machine Learning Deep Learning PyTorch Transformers NLP,0
Looking for a Machine Learning Engineer with experience in Python TensorFlow Machine Learning MLOps Docker,SOFT_NEGATIVE_36,Accounting Marketing Sales,0
Looking for a Machine Learning Engineer with experience in Python TensorFlow Machine Learning MLOps Docker,Machine Learning Engineer_GOOD_37,Python TensorFlow Machine Learning MLOps Docker,1
Looking for a Machine Learning Engineer with experience in Python TensorFlow Machine Learning MLOps Docker,Data Scientist_HARD_NEGATIVE_37,Python Pandas NumPy Statistics Machine Learning SQL,0
Looking for a Machine Learning Engineer with experience in Python TensorFlow Machine Learning MLOps Docker,SOFT_NEGATIVE_37,Photography Accounting Finance,0
